order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,product_category_name_english,TotalPrice,Month
22420f3718ef75dcddb4f03201096895,f9ba7683252743527fe127f7627b82de,delivered,2018-03-10 18:42:35,2018-03-10 19:40:52,2018-03-26 17:24:48,2018-04-02 22:38:42,2018-04-24 00:00:00,1.0,4cef9b930282f9210124c6b2ee2b945d,85d9eb9ddc5d00ca9336a2219c97bb13,2018-03-27 19:20:33,29.9,15.23,008b82b072c6b564fcce49a325f84097,21381,rio de janeiro,RJ,bebes,23.0,1059.0,1.0,100.0,22.0,23.0,16.0,1.0,credit_card,4.0,45.13,31255.0,belo horizonte,MG,21381.0,-22.87907528708003,-43.314672063074205,baby,45.129999999999995,2018-03
d2e9aead95751dd6bd0ce80e7d506c53,d40e29db86a4db2aeaf8fa2b22c48f5e,delivered,2017-01-16 23:25:16,2017-01-16 23:35:20,2017-01-18 09:47:00,2017-01-23 14:13:07,2017-02-28 00:00:00,1.0,77b433708de78b6f08c64d3cb465ad8c,b76dba6c951ab00dc4edf0a1aa88037e,2017-01-20 23:25:16,14.97,14.52,975c66693ec7ce66a1a5044685f9996c,32010,contagem,MG,telefonia,37.0,166.0,4.0,200.0,16.0,4.0,13.0,1.0,credit_card,3.0,33.33,3237.0,sao paulo,SP,32010.0,-19.933045489213495,-44.07764439803627,telephony,29.490000000000002,2017-01
21f7d9bdefa71a3a6edc8c9b7b733b47,f014b7ec884cdfdeffab61baef33fbd4,delivered,2017-09-08 10:23:28,2017-09-08 10:35:18,2017-09-08 21:23:25,2017-09-13 19:22:25,2017-09-27 00:00:00,2.0,c7fd13b5e515bffdab855d0812842edb,1025f0e2d44d7041d6cf58b6550e0bfa,2017-09-15 10:35:18,78.0,12.89,89b765801f4e0aed646a9814b76d22ef,17017,bauru,SP,moveis_decoracao,46.0,490.0,2.0,1350.0,30.0,20.0,20.0,1.0,credit_card,1.0,272.67,3204.0,sao paulo,SP,17017.0,-22.347194498048673,-49.05968914675232,furniture_decor,90.89,2017-09
71e46015f37d1839f5feacddea47add2,51632735d9435e3135faf0a7a51897cb,delivered,2017-02-25 21:33:16,2017-02-25 21:42:14,2017-03-01 10:22:16,2017-03-08 14:33:15,2017-03-22 00:00:00,1.0,809e226beeb0526cf321f6e5664a8b68,f45122a9ab94eb4f3f8953578bc0c560,2017-03-01 21:42:14,57.99,15.62,560046dc7dd7b822bb2f7f1e5e33a2c8,30150,belo horizonte,MG,pet_shop,53.0,411.0,3.0,750.0,20.0,20.0,30.0,1.0,credit_card,3.0,73.61,13419.0,piracicaba,SP,30150.0,-19.925953136630508,-43.9270012212083,pet_shop,73.61,2017-02
25bf4fc1a8e7ebf66f0c47dc36c00f77,628560346c01705122e0b4516e9bc588,delivered,2018-05-14 17:25:13,2018-05-15 03:56:04,2018-05-16 12:31:00,2018-05-23 22:51:51,2018-06-26 00:00:00,1.0,5479f02af4cde2ebe8801cf2b05cd49b,0b35c634521043bf4b47e21547b99ab5,2018-05-21 03:56:04,188.0,23.03,a253d10c681ebc4ee987907d2fd156ce,20780,rio de janeiro,RJ,construcao_ferramentas_construcao,54.0,339.0,1.0,4700.0,25.0,8.0,25.0,1.0,boleto,1.0,211.03,84530.0,teixeira soares,PR,20780.0,-22.8964631877728,-43.27217170225893,construction_tools_construction,211.03,2018-05
96068d351a84dcea0b929884876e4fae,4d0f9fd6b7fbb1739372df2ef5693ce3,delivered,2018-05-25 18:35:11,2018-05-25 18:58:33,2018-05-28 15:53:00,2018-06-07 16:52:18,2018-07-11 00:00:00,1.0,6d43aa08ee344527fc3e86b90cfd2379,3d871de0142ce09b7081e2b9d1733cb1,2018-06-04 18:58:33,109.0,19.73,db1e986ae1df222ec34a9654c73dd73b,26313,queimados,RJ,brinquedos,54.0,66.0,5.0,1000.0,20.0,31.0,30.0,1.0,credit_card,2.0,128.73,13232.0,campo limpo paulista,SP,26313.0,-22.723986948546326,-43.56859220120247,toys,128.73,2018-05
9e0599de26eddaf0167b73e50f91ad68,c0677c004d421919dd1bdc646a37f930,delivered,2017-12-31 11:19:35,2018-01-03 04:29:26,2018-01-03 17:32:47,2018-01-20 13:22:02,2018-01-29 00:00:00,2.0,f40876e0ef3cd5f9132b1f16b04b1346,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-10 04:29:26,99.9,16.46,3509f35790035e4d9c9ce55ad28fbba7,5089,sao paulo,SP,beleza_saude,42.0,250.0,1.0,427.0,15.0,17.0,14.0,1.0,boleto,1.0,232.72,25645.0,petropolis,RJ,5089.0,-23.52043348353363,-46.72668925401347,health_beauty,116.36000000000001,2017-12
82e3a65003da8fad958036c94ad785d1,16cb62869f971957141c3cbde7bf3842,delivered,2018-06-24 21:12:23,2018-06-24 21:34:01,2018-06-25 11:41:00,2018-07-11 14:50:38,2018-07-26 00:00:00,1.0,d9cc920d093a854a2fe69ab26df8f992,d9bd94811c3338dceb4181f3dbc0c73e,2018-06-28 21:31:52,129.16,39.17,c3cc321141423ab8a38b6822367e795f,55560,barreiros,PE,pet_shop,48.0,566.0,1.0,600.0,16.0,16.0,11.0,1.0,credit_card,3.0,168.33,4186.0,sao paulo,SP,55560.0,-8.814489427567528,-35.196763396960684,pet_shop,168.32999999999998,2018-06
1966886b80f14d0588adf6406afb0026,7238ed1e0d25683b9b65e1039e9d942b,invoiced,2017-08-22 16:01:44,2017-08-23 16:06:59,,,2017-09-19 00:00:00,1.0,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2017-09-01 16:06:59,56.99,11.9,8a9a81879cbda02fa71d4addfb1a446c,37550,pouso alegre,MG,perfumaria,54.0,1536.0,2.0,250.0,20.0,8.0,21.0,1.0,debit_card,1.0,68.89,9015.0,santo andre,SP,37550.0,-22.235082800726914,-45.93392182723873,perfumery,68.89,2017-08
1f9dfc58c0cc9cd0436629cbcd7fb639,2c197bd27c38b48fe0dc6951d7c48f96,delivered,2017-05-13 11:19:20,2017-05-13 11:30:17,2017-05-15 09:17:23,2017-05-19 11:26:07,2017-06-02 00:00:00,1.0,d0168e734683113fd73658071715084a,aaed1309374718fdd995ee4c58c9dfcd,2017-05-18 11:30:17,110.9,16.54,83424549593093baf504ac260d4615e7,3449,sao paulo,SP,fashion_roupa_masculina,28.0,572.0,2.0,800.0,45.0,10.0,35.0,1.0,credit_card,2.0,127.44,89120.0,timbo,SC,3449.0,-23.556051532494394,-46.52261721063351,fashion_male_clothing,127.44,2017-05
